0,1.3283288478851318
1,0.7845979928970337
2,0.4683820903301239
3,0.3241419792175293
4,0.24197718501091003
5,0.29220694303512573
6,0.19436803460121155
7,0.09668131172657013
8,0.08244006335735321
9,0.11392326653003693
10,0.13123558461666107
11,0.12716802954673767
12,0.11016254127025604
13,0.1108265221118927
14,0.06764746457338333
15,0.08966778963804245
16,0.1984165906906128
17,0.12155874818563461
18,0.07818058878183365
19,0.05533997341990471
20,0.042471401393413544
21,0.0365070179104805
22,0.018686367198824883
23,0.009167143143713474
24,0.004488933831453323
25,0.005246465560048819
26,0.0034387907944619656
27,0.0022085290402173996
28,0.006266098469495773
29,0.008525695651769638
30,0.002915620803833008
31,0.004936204757541418
32,0.0033519347198307514
33,0.0034256051294505596
34,0.0018130912212654948
35,0.0034908554516732693
36,0.0012501556193456054
37,0.004713095258921385
38,0.0031446516513824463
39,0.001865896163508296
