0,0.47928176795580113
1,0.7071823204419889
2,0.8397790055248618
3,0.9019337016574586
4,0.9240331491712708
5,0.9046961325966851
6,0.925414364640884
7,0.9682320441988951
8,0.9723756906077348
9,0.9558011049723757
10,0.9668508287292817
11,0.9571823204419889
12,0.9709944751381215
13,0.9654696132596685
14,0.9779005524861878
15,0.9765193370165746
16,0.9502762430939227
17,0.9613259668508287
18,0.9696132596685083
19,0.9861878453038674
20,0.9917127071823204
21,0.988950276243094
22,0.9958563535911602
23,1.0
24,1.0
25,0.9986187845303868
26,1.0
27,1.0
28,0.9986187845303868
29,0.9972375690607734
30,1.0
31,0.9986187845303868
32,0.9986187845303868
33,1.0
34,1.0
35,1.0
36,1.0
37,0.9986187845303868
38,1.0
39,1.0
