0,0.4350828729281768
1,0.6919889502762431
2,0.7265193370165746
3,0.7983425414364641
4,0.8466850828729282
5,0.8964088397790055
6,0.9350828729281768
7,0.9461325966850829
8,0.9488950276243094
9,0.9751381215469613
10,0.9599447513812155
11,0.9779005524861878
12,0.988950276243094
13,0.9834254143646409
14,0.9903314917127072
15,0.9903314917127072
16,0.9903314917127072
17,0.9903314917127072
18,0.9903314917127072
19,0.9930939226519337
20,0.9875690607734806
21,0.994475138121547
22,1.0
23,1.0
24,0.9986187845303868
25,0.9930939226519337
26,0.994475138121547
27,0.9958563535911602
28,0.9903314917127072
29,0.9986187845303868
30,1.0
31,0.9958563535911602
32,0.9958563535911602
33,1.0
34,0.9986187845303868
35,1.0
36,1.0
37,0.9986187845303868
38,1.0
39,1.0
