0,0.4889502762430939
1,0.7099447513812155
2,0.7279005524861878
3,0.787292817679558
4,0.8411602209944752
5,0.8825966850828729
6,0.9406077348066298
7,0.9475138121546961
8,0.9378453038674033
9,0.9461325966850829
10,0.962707182320442
11,0.9834254143646409
12,0.9917127071823204
13,0.9848066298342542
14,0.9861878453038674
15,0.9861878453038674
16,0.9903314917127072
17,0.994475138121547
18,0.9917127071823204
19,0.9917127071823204
20,0.9917127071823204
21,0.9972375690607734
22,0.9972375690607734
23,1.0
24,1.0
25,1.0
26,0.9986187845303868
27,0.9986187845303868
28,0.994475138121547
29,0.9903314917127072
30,0.994475138121547
31,1.0
32,0.9986187845303868
33,1.0
34,1.0
35,1.0
36,1.0
37,1.0
38,1.0
39,1.0
