0,1.3115723133087158
1,0.8430644273757935
2,0.7275338172912598
3,0.5839248895645142
4,0.43988701701164246
5,0.3507845401763916
6,0.2043382227420807
7,0.15382269024848938
8,0.19266119599342346
9,0.15648579597473145
10,0.12639513611793518
11,0.08402916043996811
12,0.04659491032361984
13,0.06116586923599243
14,0.07438090443611145
15,0.05328061804175377
16,0.039055921137332916
17,0.034553162753582
18,0.03516067564487457
19,0.03217845782637596
20,0.03015070967376232
21,0.016602592542767525
22,0.013648818247020245
23,0.0056058987975120544
24,0.005661854520440102
25,0.007601853460073471
26,0.008942866697907448
27,0.01236275490373373
28,0.019639354199171066
29,0.03432326763868332
30,0.022994978353381157
31,0.012169293127954006
32,0.008412164635956287
33,0.003678540699183941
34,0.004635999910533428
35,0.004215737339109182
36,0.002594105899333954
37,0.0016405590577051044
38,0.004391920752823353
39,0.0025029259268194437
